4.458452423	1	1	1	1
5	1	1	1	1
5	1	1	1	1
4.112787802	1	3.846178473	1	1
1	1	5	1	1
1	1	5	1	1
1	1	5	1	1
1	1	5	1	1
1	1	5	1	1
1	1	5	1	1
1	1	5	1	1
1	1	5	1	1
1	1	1.981574168	1	4.99654714
1	1	1	1	5
1	1	1	1	5
1	1	1	1	5
1	4.978206552	1	1	2.0322449
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	1.981184752	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	2.462507149	1
1	1	1	5	1
1	1	1	5	1
1	1	1	5	1
1	1	1	5	1
1	1	1	5	1
1	1	1	5	1
1	1	1	5	1
1	1	1	4.590436598	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
