1,0,0,0,0,0,0.137933886666666,0.862066113333334,0,0,0,0,0,0.53320872,0.46679128
1,0,0,0,0,0,0.132431726666667,0.867568273333333,0,0,0,0,0,0.0130225700000008,0.986977429999999
1,0,0,0,0,0,0.132431726666667,0.867568273333333,0,0,0,0,0,0.0130225700000008,0.986977429999999
1,0,0,0,0,0,0.132431726666667,0.867568273333333,0,0,0,0,0,0.955489199999998,0.0445108000000016
1,0,0,0,0,0,0.132431726666667,0.867568273333333,0,0,0.53591466,0.46408534,0,0,0
1,0,0,0,0,0,0.132431726666667,0.867568273333333,0,0,0.142565375,0.857434625,0,0,0
1,0,0,0,0,0,0.132431726666667,0.867568273333333,0,0,0.142565375,0.857434625,0,0,0
1,0,0,0,0,0,0.132431726666667,0.867568273333333,0,0,0.142565375,0.857434625,0,0,0
1,0,0,0,0,0,0.132431726666667,0.867568273333333,0,0,0.142565375,0.857434625,0,0,0
1,0,0,0,0,0,0.132431726666667,0.867568273333333,0,0,0.142565375,0.857434625,0,0,0
1,0,0,0,0,0,0.132431726666667,0.867568273333333,0,0,0.142565375,0.857434625,0,0,0
1,0,0,0,0,0,0.132431726666667,0.867568273333333,0,0,0.142565375,0.857434625,0,0,0
1,0,0,0,0,0,0.132431726666667,0.867568273333333,0,0,0.142565375,0.857434625,0,0,0
1,0,0,0,0,0,0.132431726666667,0.867568273333333,0,0,0.142565375,0.857434625,0,0,0
1,0,0,0,0,0,0.446228213333333,0.553771786666667,0,0,0.142565375,0.857434625,0,0,0
1,0,0,0,0,0,0.38613868,0.61386132,0,0,0.142565375,0.857434625,0,0,0
1,0,0,0,0,0,0,0.201814750000001,0.798185249999999,0,0.142565375,0.857434625,0,0,0
1,0,0,0,0,0,0,0.201814750000001,0.798185249999999,0,0.142565375,0.857434625,0,0,0
1,0,0,0,0,0,0,0.201814750000001,0.798185249999999,0,0.81877307,0.18122693,0,0,0
0.64921526,0.35078474,0,0,0,0,0,0.221850349999999,0.778149650000001,0,1,0,0,0,0
0,0.88480587,0.11519413,0,0,0,0,0.201814750000001,0.798185249999999,0,1,0,0,0,0
0,0.877478715,0.122521285,0,0,0,0,0.201814750000001,0.798185249999999,0,0.38702716,0.61297284,0,0,0
0.0339137550000002,0.966086245,0,0,0,0,0.00707335333333337,0.992926646666667,0,0,0.37894821,0.62105179,0,0,0
1,0,0,0,0,1,0,0,0,0,0.37894821,0.62105179,0,0,0
1,0,0,0,0,1,0,0,0,0,0.37894821,0.62105179,0,0,0
1,0,0,0,0,0,0,0.299800387500001,0.700199612499999,0,0.379465175,0.620534825,0,0,0
1,0,0,0,0,0,0,0,0.992768873737374,0.00723112626262623,0.37795607,0.62204393,0,0,0
0.972696445,0.027303555,0,0,0,0,0,0,0.992768873737374,0.00723112626262623,0.37894821,0.62105179,0,0,0
0.8516218,0.1483782,0,0,0,0,0,0,0.992768873737374,0.00723112626262623,0.37894821,0.62105179,0,0,0
