0.493096105	0.30908533	0.221020559	0.294295621	0.263850719	0.437963989	0.612491197	0.307908553	0.317026602	0.366349363	0.32203134	0.597460263	0.212327172	0.340858708	0.292960009	0.334074518	0.273064891	0.292322649	0.168774781	0.367748366	0.330622303	0.474234291	0.351677001	0.485629941	0.304683945	0.295515867	0.42783339	0.27475036	0.511544468	0.423309667	0.320887218	0.285202088	0.451633985	0.419813988	0.391218809	0.284493464	0.424190153	0.386508109	0.618705491	0.341992134	0.309611663	0.44917716	0.332982958	0.349298068	0.472653947	0.577815891	0.280111245	0.630936128	0.366100726	0.581000388
0.032651532	0.020638218	0.045187139	0.026819801	0.026142891	0.022489401	0.021942596	0.041966379	0.040757575	0.043838555	0.024664486	0.021595312	0.028926638	0.020440263	0.059745984	0.028476913	0.038067333	0.044153823	0.082152914	0.022947448	0.049956759	0.028283573	0.029607645	0.017907005	0.052204354	0.044583337	0.02784466	0.03305505	0.022598456	0.027103714	0.027281137	0.052440312	0.020357486	0.021268761	0.011580953	0.023488585	0.037068403	0.03246254	0.022494296	0.028999188	0.039803893	0.024801481	0.026973142	0.036209115	0.028852196	0.011104845	0.031876447	0.023268214	0.026350295	0.022990448
0.182939194	0.125803563	0.112879164	0.132742158	0.109361754	0.156826541	0.255896431	0.145533822	0.152790678	0.160683078	0.128900615	0.247492075	0.085828782	0.132682376	0.149478147	0.152236878	0.131972314	0.127657665	0.118930512	0.158384371	0.170165568	0.158587572	0.15692551	0.191207964	0.153452728	0.135733082	0.168648331	0.124714658	0.175719294	0.173037827	0.131801614	0.154960812	0.160160225	0.164771763	0.143156967	0.109756027	0.170300742	0.161146166	0.263119109	0.147130743	0.129479349	0.157366918	0.131103587	0.158298592	0.196480636	0.176702921	0.110079845	0.27101696	0.151751998	0.240456047
0.04479523	0.031119598	0.052389169	0.038771695	0.033211086	0.03344017	0.044341576	0.052663469	0.053658316	0.055083364	0.03451883	0.042905556	0.03292038	0.031286271	0.069426804	0.042831485	0.048161032	0.05137061	0.082126189	0.037999696	0.065148178	0.037115564	0.044136731	0.034282327	0.063397349	0.053525981	0.040729368	0.042540472	0.034088627	0.04149385	0.037319087	0.064498966	0.031630242	0.035083829	0.023247743	0.031219162	0.048905341	0.045104749	0.046008783	0.04144595	0.04770176	0.034651746	0.036578137	0.049509644	0.045888362	0.021619316	0.038164561	0.047822725	0.039204212	0.043514344
0.034973586	0.022005786	0.044846905	0.027421474	0.025565839	0.024670515	0.029303311	0.042539308	0.042491684	0.0454428	0.026948351	0.028552325	0.027746675	0.022096227	0.060311094	0.030046314	0.037447807	0.04452939	0.074131399	0.026945595	0.0522778	0.030124887	0.032043805	0.021924777	0.052064762	0.044968331	0.029880272	0.033259038	0.024731418	0.029651177	0.028769692	0.051909968	0.022006903	0.023625861	0.015279693	0.024954031	0.038760644	0.034404546	0.03022884	0.031445017	0.040712665	0.026874947	0.028821197	0.037448654	0.032508611	0.013158339	0.032065745	0.031413861	0.028573267	0.029705
0.032362344	0.019218277	0.042253845	0.023679514	0.02299558	0.022324941	0.025749533	0.039217428	0.038931086	0.042527836	0.024865502	0.025165473	0.025932998	0.019384807	0.057349808	0.025957744	0.03373215	0.042384397	0.070243252	0.023868859	0.048116794	0.02839449	0.028316543	0.018683078	0.048193222	0.042208798	0.026796358	0.03018493	0.022286605	0.026242406	0.026206183	0.047416586	0.019313909	0.020352437	0.013370542	0.023192157	0.035852873	0.031248733	0.026481608	0.028490151	0.038618866	0.024885545	0.026611362	0.03364491	0.028782179	0.011081489	0.030175198	0.02750859	0.025414293	0.026444034
0.030568219	0.017654985	0.041453979	0.022072606	0.022326128	0.020657201	0.021402366	0.037756382	0.036876812	0.040809207	0.023178806	0.021056864	0.025809358	0.017758692	0.056051622	0.023826382	0.032645792	0.041473633	0.072220122	0.021058057	0.045551097	0.027112663	0.025931418	0.015931052	0.046842842	0.041074481	0.024928473	0.028991448	0.020643494	0.024015634	0.024672387	0.045941646	0.017753775	0.018270636	0.011150512	0.021980034	0.034186289	0.029350651	0.021905769	0.026389098	0.037517533	0.023400943	0.025066866	0.03178169	0.025987734	0.009623887	0.029453856	0.022688854	0.023361447	0.022477865
0.029116695	0.015513244	0.038861511	0.018761958	0.019612545	0.019358541	0.020879451	0.034701951	0.034038254	0.03860426	0.022076209	0.020540349	0.023628209	0.015863311	0.053463801	0.020532772	0.028857365	0.039562564	0.065209389	0.019611145	0.042299539	0.026296099	0.023254168	0.014487379	0.043070086	0.038592536	0.022908365	0.026115957	0.019294668	0.021827561	0.022784048	0.041217301	0.015948126	0.016179428	0.010769453	0.020896499	0.032192432	0.027149693	0.021339418	0.024461678	0.035893452	0.022406213	0.023677879	0.02871143	0.023937146	0.008605524	0.027762148	0.022126056	0.021198731	0.021985263
1.805581161	1.588272479	1.095091332	1.299725548	1.778593214	1.76044726	1.923120063	1.921308805	1.730381668	2.06386296	1.775185698	1.906275458	1.553944525	1.631571686	1.298778386	1.362199259	1.184311826	1.906575765	0.376007826	1.838274096	1.78033009	1.836959068	1.693090588	1.725250203	1.295376039	1.482270134	1.657877347	1.424903476	1.834258321	1.644345421	1.873141581	1.392777615	1.761184199	1.642691991	2.132095008	1.602869423	1.653860445	1.6162463	1.908986022	1.985736635	1.642596101	1.784055812	2.041890149	1.399416976	1.718553572	1.863362515	1.620901794	1.867868136	1.755982742	1.914732119
0.031027139	0.018176504	0.041954138	0.022793261	0.02280451	0.021072279	0.022017458	0.038385752	0.037559337	0.041350812	0.023558213	0.021641346	0.026144274	0.018260701	0.056616736	0.024610489	0.033362253	0.041869876	0.072966216	0.021632103	0.046361333	0.027404556	0.026641881	0.016506852	0.047589952	0.041594425	0.025487754	0.029576988	0.021067947	0.024641946	0.025148199	0.046816181	0.018235628	0.018868799	0.011482379	0.022300412	0.034713768	0.02993438	0.022556693	0.02694265	0.037902615	0.023743961	0.025471403	0.03250321	0.026667724	0.009970995	0.029800615	0.023370933	0.023951349	0.023041521
