2.533792289	1.04161509
2.709398379	1.055797296
2.709398379	1.055797296
2.393325077	1.404434981
1.518859324	1.017214784
1.835280406	1.017214784
1.835280406	1.017214784
1.835280406	1.017214784
1.835280406	1.017214784
1.835280406	1.017214784
1.835280406	1.017214784
1.835280406	1.017214784
1.835280406	1.217665902
1.835280406	1.04622509
1.797561927	1.04622509
1.811519379	1.072277127
1.91824508	1.154392418
1.91824508	1.047094307
1.107578616	1.075510859
1.109985018	1.076914944
1.680502816	1.076585475
2.144825027	1.051020048
2.058133039	1.004615656
1.526775975	1.004615656
1.526775975	1.004615656
1.647810283	1.004615656
1.664991642	1.004615656
1.70296278	1.006184711
1.833313902	1.014070478
1.833777152	1.013812235
1.833509389	1.01344716
1.959726915	1.043149328
1.708211347	1.055798442
1.985745019	1.627900817
1.922818159	1.727378902
1.662883685	1.727722339
1.74560987	1.320711209
1.997219778	1.014541486
3.319392389	1.004615656
3.660577671	1.056089596
2.019316332	1.044661755
1.173541628	1.004615656
1.149514649	1.004615656
1.150293451	1.004615656
1.150714159	1.004615656
1.149917062	1.004615656
1.150437267	1.001037205
1.108457446	1.010714395
1.138521404	1.011067716
1.103063848	1.010731696
1.082650497	1.237255325
1.008829158	1.832336231
1.008829158	1.031164954
1.008829158	1.031164954
1.04992056	1.237170691
1.095230994	1.505592674
1.096377979	1.26324917
1.095660353	1.061406588
1.095373998	1.126456557
1.095947093	1.487133877
1.096953933	1.485110052
1.097242514	1.973849874
1.830498305	1.425888947
2.176655553	1.422557191
2.176655553	1.07722875
2.176655553	1.304109496
2.176655553	1.439212092
2.170649884	1.412482383
2.175967866	1.019550689
2.176655553	1.004816082
2.169809607	1.001377214
1.008829158	1.005551656
1.008829158	1.019053317
1.008829158	1.019053317
1.10501852	1.019053317
1.17961854	1.019053317
1.180861045	1.019053317
1.179103264	1.019053317
1.111777836	1.019053317
1.008829158	1.016426777
1.008829158	1.008174218
1.065572063	1.042731341
1.077867601	1.030207344
1.086131454	1.014900147
1.081381004	1.01488943
1.08266913	1.014950466
1.063437582	1.014907165
1.08266913	1.014940815
1.177947567	1.018490479
1.086131454	1.049457401
1.104634655	1.024845342
1.099880959	1.01263494
1.078566886	1
1.099880959	1
1.008829158	1
1.212374655	1
