0.343087264	0.371781097	0.325587764	0.205477097	0.324767058	0.2002	0.241816638	0.241816638	0.326392667	0.324990805	0.302618167
0.359017845	0.382184134	0.342523349	0.205477097	0.26785403	0.2002	0.254059046	0.33412	0.337429018	0.336977573	0.320265261
0.359017845	0.382184134	0.342523349	0.205477097	0.26785403	0.2002	0.203572405	0.26128	0.337429018	0.336977573	0.320265261
0.40465254	0.393700366	0.335835362	0.205477097	0.528509861	0.2002	0.331021226	0.23222	0.537136445	0.573189007	0.392672865
0.229757124	0.229629568	0.314310055	0.205477097	0.234329956	0.22435	0.158610959	0.297266029	0.297266029	0.295373902	0.253228764
0.264649202	0.284108547	0.258516467	0.205477097	0.26192472	0.22435	0.132553757	0.26988	0.299589435	0.299366347	0.260367077
0.264649202	0.284108547	0.258516467	0.205477097	0.26192472	0.22435	0.168233908	0.205477097	0.299589435	0.299366347	0.260367077
0.264649202	0.284108547	0.258516467	0.205477097	0.26192472	0.22435	0.109277374	0.26192472	0.299589435	0.299366347	0.260367077
0.264649202	0.284108547	0.258516467	0.205477097	0.26192472	0.22435	0.159586665	0.258516467	0.299589435	0.299366347	0.260367077
0.264649202	0.284108547	0.258516467	0.205477097	0.26192472	0.22435	0.149543462	0.26192472	0.299589435	0.299366347	0.260367077
0.264649202	0.284108547	0.258516467	0.205477097	0.26192472	0.22435	0.146065414	0.375375517	0.299589435	0.299366347	0.260367077
0.264649202	0.284108547	0.258516467	0.205477097	0.26192472	0.22435	0.146187328	0.286379805	0.299589435	0.299366347	0.260367077
0.335983455	0.338204942	0.319112496	0.205477097	0.375375517	0.37104	0.146252902	0.282418062	0.438851808	0.43747034	0.415125195
0.293414963	0.282645029	0.261595271	0.205477097	0.286379805	0.37104	0.146128493	0.224348484	0.317075494	0.31935346	0.293852167
0.286964498	0.27741421	0.262012643	0.205477097	0.282418062	0.37104	0.155505002	0.224348484	0.316255382	0.318877547	0.293098464
0.310338704	0.280876627	0.26712631	0.205477097	0.305192043	0.37104	0.230946468	0.228980948	0.337447465	0.337002621	0.320300724
0.371044679	0.343299877	0.300089109	0.224348484	0.361069093	0.37104	0.233623131	0.228980948	0.39423618	0.394923872	0.386542491
0.309980415	0.296972007	0.262905257	0.224348484	0.296517552	0.30998	0.229741099	0.230119252	0.319939815	0.320999128	0.296442012
0.224348484	0.228014028	0.223741949	0.224348484	0.229449123	0.22435	0.254996022	0.231545114	0.303372704	0.307765058	0.274894827
0.225072154	0.228149901	0.223741692	0.225072154	0.230488452	0.22507	0.252379743	0.335417466	0.303829541	0.308510276	0.276151873
0.292719128	0.245219727	0.270417009	0.292719128	0.294778576	0.33542	0.39966265	0.284068911	0.33845662	0.338317824	0.32215451
0.335417466	0.367108957	0.297546843	0.335417466	0.33152599	0.33542	0.39966265	0.259267315	0.328516502	0.326562704	0.305009227
0.284068911	0.296882336	0.266742978	0.284068911	0.275924592	0.22155	0.273939234	0.260583781	0.295722396	0.293497822	0.249822707
0.261550316	0.228066581	0.301633383	0.221550316	0.228980948	0.22155	0.296223245	0.25910621	0.287032058	0.28679342	0.237380572
0.261550316	0.228066581	0.301633383	0.221550316	0.228980948	0.22155	0.256532713	0.260807841	0.287032058	0.28679342	0.237380572
0.250119252	0.229530424	0.260924318	0.230119252	0.238689246	0.23012	0.272446916	0.239951519	0.289413994	0.288320572	0.240251817
0.251545114	0.229930388	0.260229035	0.231545114	0.239951519	0.23155	0.248055732	0.205477097	0.289736965	0.288537358	0.240657627
0.256463753	0.232019707	0.259369106	0.236463753	0.243621801	0.32669	0.257419802	0.205477097	0.291922324	0.290097484	0.243565072
0.260807841	0.284252474	0.258308913	0.260807841	0.259267315	0.26081	0.239973844	0.224348484	0.298446254	0.297175215	0.256467968
0.260583781	0.284306583	0.258287876	0.260583781	0.25910621	0.26058	0.2360798	0.221550316	0.298344313	0.29700314	0.25615985
0.260125861	0.284324931	0.258265743	0.260125861	0.258798801	0.26013	0.230617192	0.230119252	0.298189428	0.296748237	0.255702912
0.315387026	0.311000341	0.266453168	0.315387026	0.29819809	0.31539	0.361655555	0.266742978	0.31613041	0.318804569	0.292982702
