0.343087264	0.331057526	0.325587764	0.205477097	0.324767058	0.2002
0.359017845	0.348893411	0.342523349	0.205477097	0.26785403	0.2002
0.359017845	0.348893411	0.342523349	0.205477097	0.26785403	0.2002
0.40465254	0.389972937	0.335835362	0.205477097	0.528509861	0.2002
0.229757124	0.255582026	0.314310055	0.205477097	0.234329956	0.22435
0.264649202	0.2626348	0.258516467	0.205477097	0.26192472	0.22435
0.264649202	0.2626348	0.258516467	0.205477097	0.26192472	0.22435
0.264649202	0.2626348	0.258516467	0.205477097	0.26192472	0.22435
0.264649202	0.2626348	0.258516467	0.205477097	0.26192472	0.22435
0.264649202	0.2626348	0.258516467	0.205477097	0.26192472	0.22435
0.264649202	0.2626348	0.258516467	0.205477097	0.26192472	0.22435
0.264649202	0.2626348	0.258516467	0.205477097	0.26192472	0.22435
0.335983455	0.316767694	0.319112496	0.205477097	0.375375517	0.37104
0.293414963	0.26297248	0.261595271	0.205477097	0.286379805	0.37104
0.286964498	0.262279443	0.262012643	0.205477097	0.282418062	0.37104
0.310338704	0.26352702	0.26712631	0.205477097	0.305192043	0.37104
0.371044679	0.317216988	0.300089109	0.224348484	0.361069093	0.37104
0.309980415	0.307633632	0.262905257	0.224348484	0.296517552	0.30998
0.224348484	0.225140116	0.223741949	0.224348484	0.229449123	0.22435
0.225072154	0.225176055	0.223741692	0.225072154	0.230488452	0.22507
0.292719128	0.262953826	0.270417009	0.292719128	0.294778576	0.33542
0.335417466	0.3077069	0.297546843	0.335417466	0.33152599	0.33542
0.284068911	0.312037006	0.266742978	0.284068911	0.275924592	0.22155
0.261550316	0.255486736	0.301633383	0.221550316	0.228980948	0.22155
0.261550316	0.255486736	0.301633383	0.221550316	0.228980948	0.22155
0.250119252	0.258879856	0.260924318	0.230119252	0.238689246	0.23012
0.251545114	0.259176455	0.260229035	0.231545114	0.239951519	0.23155
0.256463753	0.259854265	0.259369106	0.236463753	0.243621801	0.32669
0.260807841	0.262546772	0.258308913	0.260807841	0.259267315	0.26081
0.260583781	0.262557266	0.258287876	0.260583781	0.25910621	0.26058
0.260125861	0.262545789	0.258265743	0.260125861	0.258798801	0.26013
0.315387026	0.308453321	0.266453168	0.315387026	0.29819809	0.31539
