0.343087264	0.35618421	0.371781097	0.325587764	0.205477097	0.324767058	0.2002	0.241816638	0.241816638	0.326392667	0.324990805	0.302618167
0.359017845	0.36874811	0.382184134	0.342523349	0.205477097	0.26785403	0.2002	0.254059046	0.33412	0.337429018	0.336977573	0.320265261
0.292719128	0.26992289	0.245219727	0.270417009	0.292719128	0.294778576	0.33542	0.39966265	0.284068911	0.33845662	0.338317824	0.32215451
0.359017845	0.37319904	0.382184134	0.342523349	0.205477097	0.26785403	0.2002	0.203572405	0.26128	0.337429018	0.336977573	0.320265261
0.40465254	0.40143286	0.393700366	0.335835362	0.205477097	0.528509861	0.2002	0.331021226	0.23222	0.537136445	0.573189007	0.392672865
0.229757124	0.23031308	0.229629568	0.314310055	0.205477097	0.234329956	0.22435	0.158610959	0.297266029	0.297266029	0.295373902	0.253228764
0.264649202	0.27751697	0.284108547	0.258516467	0.205477097	0.26192472	0.22435	0.132553757	0.26988	0.299589435	0.299366347	0.260367077
0.264649202	0.27585913	0.284108547	0.258516467	0.205477097	0.26192472	0.22435	0.168233908	0.205477097	0.299589435	0.299366347	0.260367077
0.21251755	0.20315521	0.19700884	0.16669719	0.08588702	0.20238692	0.3242976	0.00042503	0.11306182	0.24658871	0.24986898	0.21314712
0.264649202	0.27645987	0.284108547	0.258516467	0.205477097	0.26192472	0.22435	0.109277374	0.26192472	0.299589435	0.299366347	0.260367077
0.264649202	0.27563528	0.284108547	0.258516467	0.205477097	0.26192472	0.22435	0.159586665	0.258516467	0.299589435	0.299366347	0.260367077
0.1141039	0.14128078	0.15853586	0.11218804	0.1141039	0.12190337	0.1141008	0.15342683	0.27300115	0.22751454	0.2342548	0.1876587
0.264649202	0.27515309	0.284108547	0.258516467	0.205477097	0.26192472	0.22435	0.149543462	0.26192472	0.299589435	0.299366347	0.260367077
0.264649202	0.27379864	0.284108547	0.258516467	0.205477097	0.26192472	0.22435	0.146065414	0.375375517	0.299589435	0.299366347	0.260367077
0.264649202	0.27274247	0.284108547	0.258516467	0.205477097	0.26192472	0.22435	0.146187328	0.286379805	0.299589435	0.299366347	0.260367077
0.17109485	0.18810221	0.19911631	0.16226371	0.08588702	0.1671716	0.113064	-0.05264058	0.1671716	0.22140879	0.22108754	0.16492859
0.335983455	0.3141061	0.338204942	0.319112496	0.205477097	0.375375517	0.37104	0.146252902	0.282418062	0.438851808	0.43747034	0.415125195
0.293414963	0.27691334	0.262645029	0.261595271	0.205477097	0.286379805	0.37104	0.146128493	0.224348484	0.317075494	0.31935346	0.293852167
0.16524064	0.17158494	0.19940148	0.16193454	0.16524064	0.16311294	0.1652352	0.12995491	0.10903246	0.21961581	0.21768452	0.15887018
0.286964498	0.28500079	0.27741421	0.262012643	0.205477097	0.282418062	0.37104	0.155505002	0.224348484	0.316255382	0.318877547	0.293098464
0.310338704	0.29820322	0.280876627	0.26712631	0.205477097	0.305192043	0.37104	0.230946468	0.228980948	0.337447465	0.337002621	0.320300724
0.371044679	0.36105673	0.343299877	0.300089109	0.224348484	0.361069093	0.37104	0.233623131	0.228980948	0.39423618	0.394923872	0.386542491
0.309980415	0.30874253	0.296972007	0.262905257	0.224348484	0.296517552	0.30998	0.229741099	0.230119252	0.319939815	0.320999128	0.296442012
0.224348484	0.22548292	0.228014028	0.223741949	0.224348484	0.229449123	0.22435	0.254996022	0.231545114	0.303372704	0.307765058	0.274894827
0.225072154	0.2300561	0.228149901	0.223741692	0.225072154	0.230488452	0.22507	0.252379743	0.335417466	0.303829541	0.308510276	0.276151873
0.17109485	0.18427004	0.19911631	0.16226371	0.08588702	0.1671716	0.113064	0.0003342	0.33054074	0.22140879	0.22108754	0.16492859
0.335417466	0.32442913	0.367108957	0.297546843	0.335417466	0.33152599	0.33542	0.39966265	0.259267315	0.328516502	0.326562704	0.305009227
0.284068911	0.29538219	0.296882336	0.266742978	0.284068911	0.275924592	0.22155	0.273939234	0.260583781	0.295722396	0.293497822	0.249822707
0.261550316	0.24717937	0.228066581	0.301633383	0.221550316	0.228980948	0.22155	0.296223245	0.25910621	0.287032058	0.28679342	0.237380572
