1	1	1	4.582764386
1	1	1	5
1	1	1	5
1	1	1	4.244057833
3.164994645	1	1	1
5	1	1	1
5	1	1	1
5	1	1	1
5	1	1	1
5	1	1	1
5	1	1	1
5	1	1	1
5	1	1	1
5	1	1	1
5	1	1	1
5	1	1	1
5	1	1	1
5	1	1	1
1.94060332	1	1	1
1	1	1	1
1	1	1	1
1	4.914889216	1	1
1	4.966487247	1	1
1	4.966487247	1	1
1	4.966487247	1	1
1	4.963185532	1	1
1	4.972823765	1	1
1	4.966487247	1	1
1	4.966487247	1	1
1	4.972823765	1	1
1	5	1	1
1	4.966487247	1	1
1	4.966487247	1	1
1	4.972823765	1	1
1	4.966487247	1	1
1	4.956296972	1	1
1	4.981714389	1	1
1	4.966487247	1	1
1	4.96969846	1	1
1	4.96969846	1	1
1	3.161522642	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	3.59726608	1
1	1	5	1
1	1	5	1
1	1	5	1
1	1	5	1
1	1	4.979022622	1
1	1	4.997597958	1
1	1	5	1
1	1	4.976087581	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
1	1	1	1
