1,0,0,0,0,0.329976692,0.670023308,0,0,0,1,0,0,0,0
1,0,0,0,0,0.225059968,0.774940032,0,0,0,1,0,0,0,0
1,0,0,0,0,0.225059968,0.774940032,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0.302066484,0.697933516,1,0,0,0,0
1,0,0,0,0,0.618217588,0.381782412,0,0,0,1,0,0,0,0
1,0,0,0,0,0.618217588,0.381782412,0,0,0,1,0,0,0,0
1,0,0,0,0,0.618217588,0.381782412,0,0,0,1,0,0,0,0
1,0,0,0,0,0.618217588,0.381782412,0,0,0,1,0,0,0,0
1,0,0,0,0,0.618217588,0.381782412,0,0,0,1,0,0,0,0
1,0,0,0,0,0.618217588,0.381782412,0,0,0,1,0,0,0,0
1,0,0,0,0,0.618217588,0.381782412,0,0,0,1,0,0,0,0
1,0,0,0,0,0.618217588,0.381782412,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0.00978136400000018,0.990218636,0,0,1,0,0,0,0
1,0,0,0,0,0.292387348,0.707612652,0,0,0,1,0,0,0,0
1,0,0,0,0,0.292387348,0.707612652,0,0,0,1,0,0,0,0
0.908443204,0.0915567959999999,0,0,0,0.292387348,0.707612652,0,0,0,1,0,0,0,0
0.706895936,0.293104064,0,0,0,0.248494592,0.751505408,0,0,0,1,0,0,0,0
0.568342308,0.431657692,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
0.403399012,0.596600988,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
0.3967066,0.6032934,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
0.398266836,0.601733164,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
0.541593168,0.458406832,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
1,0,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
1,0,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
1,0,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
1,0,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
1,0,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
0.977261868,0.0227381319999997,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
0.873383928,0.126616072,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
0.876535348,0.123464652,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
0.881017384,0.118982616,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
0.596813552,0.403186448,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
0.510980316,0.489019684,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
0,0,0,0.66558588,0.33441412,0.872856052,0.127143948,0,0,0,1,0,0,0,0
0,0,0,0.12226074,0.87773926,0.872856052,0.127143948,0,0,0,1,0,0,0,0
0,0,0,0.120384972,0.879615028,0.872856052,0.127143948,0,0,0,1,0,0,0,0
0,0.442276232,0.557723768,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
0.867676204,0.132323796,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
1,0,0,0,0,0.872856052,0.127143948,0,0,0,1,0,0,0,0
