1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1.841417911
1	1	1	1	2.943359992
1	1	1	1	3.862008363
1	1	1	1	4.955627462
1	1	1	1	5
1	1	1	1	4.989655203
1	1	1	1	4.039362476
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1.552291769	1
1	1	1	2.816230779	1
1	1	1	2.771025538	1
1	1	1	2.70673347	1
1	1.530021511	1	3.852947492	1
1	1.479782907	1	4.959103505	1
1	4.683324909	1	4.993475474	1
1	5	1	4.974417983	1
1	4.988193686	1	4.987952376	1
1	2.960045245	1	5	1
1	1	1	2.898104609	1
1	1	1	1	1
1	4.323852	1	1	1
1	3.805649245	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	3.943694817	1
1	1	1	4.025582017	1
1	1	1	3.947723541	1
1	1	1	3.393921589	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	2.244829435	2.609892892	1
1	1	3.348992456	4.994812911	1
1	1	3.366352773	1	1
1	1	3.331632139	1	1
1.73222045	1	3.337418767	1	1
3.635914327	1	3.354779084	1	1
4.987898013	1	3.360566145	1	1
4.994118737	1	3.351885987	1	1
4.987898013	1	3.375032931	1	1
4.997686383	1	3.068333855	1	1
5	1	1	1	1
4.10145885	1	2.291123374	1	1
4.065763863	1	4.947139745	1	1
2.2302934	1	5	1	1
1	1	1	1	1
1	1	1	1	1
1.613644358	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	3.764698655	1	1
1	1	2.622115842	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1.613644358	1	1	1	1
4.023898747	1	1	1	1
4.005579316	1	1	1	1
3.860340409	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
