0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11.26667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
11.66667	3
1.73333	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
