1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
4.940616874	1	1	1	1
4.999998627	1	4.637674426	1	1
1	1	5	1	1
1	1	5	1	1
1	1	5	1	1
1	1	5	1	1
1	1	1.780668511	4.951429865	1
1	1	1	5	1
1	1	1	5	1
1	1	1	5	1
1	1	1	5	1
1	2.384128058	1	4.728596553	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	5	1	1	1
1	2.188730812	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	3.385280697
1	1	1	1	4.992796237
1	1	1	1	4.991293765
1	1	1	1	4.988999307
1	1	1	1	4.986654592
1	1	1	1	5
1	1	1	1	4.990534392
1	1	1	1	4.997891242
1	1	1	1	4.988223362
1	1	1	1	4.983447187
1	1	1	1	2.432754079
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
1	1	1	1	1
