2.475978538	1.030205633	1.549371724
2.529720275	1.038658806	1.574931138
2.529720275	1.038658806	1.574931138
2.441122423	1.38436319	1.833265292
1.776989519	1.019245738	1.207035591
2.222121312	1.019245738	1.456195758
2.222121312	1.019245738	1.456195758
2.222121312	1.019245738	1.456195758
2.222121312	1.019245738	1.456195758
2.222121312	1.019245738	1.456195758
2.222121312	1.019245738	1.456195758
2.222121312	1.019245738	1.456195758
2.222121312	1.203717722	1.674897488
2.222121312	1.034748635	1.479739167
2.021348698	1.034748635	1.422537841
2.055253932	1.053798671	1.464008474
2.320749184	1.147974992	1.638430828
2.320749184	1.043861418	1.520500003
1.216389692	1.067690627	1.056735023
2.369853923	1.068822637	1.564317278
3.306284458	1.068557322	1.847062593
4.303471824	1.047213223	2.18006559
4.106838816	1.005363608	2.084366833
1.641154241	1.005363608	1.1289423
1.641154241	1.005363608	1.1289423
2.263804043	1.005363608	1.448118878
2.302271411	1.005363608	1.461132862
2.35830041	1.007134812	1.482579679
2.607742226	1.016226423	1.576036741
2.60904464	1.01593153	1.57616453
2.60750755	1.015514767	1.575237079
3.155602401	1.049674305	1.78232669
2.373670905	1.065482722	1.561410419
3.942988609	1.626851738	2.432635755
3.102074274	1.722047334	2.202158706
2.301263352	1.722525893	1.964513206
2.445900717	1.328304239	1.799756295
3.958277858	1.016764467	2.040116976
4.378642699	1.005363608	2.178927404
4.378642699	1.051357534	2.208920043
3.579136475	1.04191965	1.924617383
2.510910368	1.005363608	1.531928971
2.306668457	1.005363608	1.462621206
2.313475877	1.005363608	1.464925743
2.317118761	1.005363608	1.466159135
2.310196342	1.005363608	1.463815465
2.314723866	1.001189248	1.459167871
1.780813362	1.011723707	1.198424808
1.74621076	1.01211104	1.181217421
1.700494126	1.011742667	1.159760503
1.476057429	1.110169835	1.163757272
1.084989033	1.832227845	1.485656993
1.084989033	1.030528355	1.018341563
1.084989033	1.030528355	1.018341563
1.2569499	1.282004466	1.184305882
1.630514818	1.505144219	1.594809079
1.645163007	1.310900435	1.4389743
1.635953597	1.067622713	1.194316993
1.632320416	1.144280652	1.271268864
1.639615361	1.503780629	1.600010915
1.652664185	1.500755381	1.606626896
1.656460123	2.073380625	1.969888198
2.454258021	1.453748439	1.873110502
2.431268424	1.450557871	1.868305632
2.431268424	1.08926248	1.601986185
2.431268424	1.392588484	1.836675557
2.431268424	1.467032029	1.876755747
2.429979927	1.440754031	1.862995008
2.431120883	1.022378639	1.526165206
2.431268424	1.005428862	1.504946112
2.429799648	1.001433372	1.499290412
1.084989033	1.005982439	1.011297572
1.084989033	1.020882501	1.015547896
1.084989033	1.020882501	1.015547896
1.769283969	1.020882501	1.205106977
2.556206034	1.020882501	1.564184506
2.563165482	1.020882501	1.566415829
2.5532873	1.020882501	1.563249136
1.896741419	1.020882501	1.289403031
1.084989033	1.017951989	1.014705758
1.084989033	1.009937347	1.012418125
1.350266605	1.05264574	1.081214714
1.44273269	1.037292988	1.095718487
1.517074255	1.018428805	1.101823403
1.472968182	1.018415079	1.08950212
1.484545302	1.018493263	1.092690597
1.336031505	1.018437794	1.057363629
1.484545302	1.0184809	1.092680574
2.520801946	1.022699079	1.554873443
1.517074255	1.060112695	1.137891072
1.735178888	1.028487884	1.197316277
1.670681585	1.0134141	1.14935297
1.448599803	1	1.069334615
1.670681585	1	1.133552038
1.084989033	1	1.009612866
2.517372604	1	1.527893929
