0.217738636	8.00000001	3.847699753	5.999998345	5.999999999	7.999998342	-0.044876165	3.999954716	-0.014594477	4.000026922	0.083690587	6.000000132	4	2	0.618238628	1.999999999	-0.044916775	4.000742066	-0.044918606	2.000000043	-0.036738566	3.74E-09	-0.044918725	3.988125024	-0.044918725	0.190827386	-0.044888606	-0.044918762	-0.044921107	-0.044916789	4.181209352	-0.044918725	3.713483389	4.000000017	0.470774185	-0.04491873	3.666326011	5.999999999	1.15098242	4
8	3.20703247	6	0.362176835	6	0.000914232	4	0.689650155	4	0.492352829	4.000000047	0.531749938	4	0.24338589	4	-0.001285159	-0.001285159	0.000741656	-0.001285158	0.021651362	1.999974984	-0.001285159	-0.001283254	6.855642992	-0.001285159	0.416955067	0.006448854	-0.001285159	-0.001285156	-0.001285159	8	-0.001285159	8	0.234123906	8	-0.001285043	8	6	8	4
8	0.400692505	6.000001232	0.70238327	6.000000001	-0.011332713	4	1.123628074	3.999269325	0.222040491	0.081507684	5.999997128	4	2	0.623726442	1.999999999	-0.047495858	4.000783393	-0.047497692	2.000000045	-0.039307336	3.96E-09	-0.047497811	3.987398106	-0.047497811	0.20254011	-0.047467654	-0.047497847	-0.04750019	-0.047495873	0.628810896	-0.047497811	6.520407969	4.000000002	0.470576902	-0.047497816	3.819908639	6.000000001	0.849081592	4
0.230349958	0.053646535	3.818920551	0.794277481	0.248248971	8	4	4	4	4	4	6	4	2	4	2	9.28E-07	4	-8.64E-07	2	2	6.05E-15	9.17E-07	4	-9.80E-07	0.248134992	0.007727675	-1.02E-06	-3.40E-06	9.06E-07	0.241344325	-9.80E-07	3.677115443	0.324664388	0.042093248	-8.69E-07	3.680527603	0.248248971	0.368280892	4
-0.003100031	0.028900829	3.804204205	0.551034973	0.224263157	-0.025475511	-0.025539765	0.568593585	-0.024649818	0.198557252	3.999999871	5.999997043	3.999999999	1.999999999	4.00000002	1.999999993	-0.025539816	4.000808082	-0.025541631	2.000000022	2.000068742	5.62E-08	-0.025539828	3.987020354	-0.025541748	0.208608553	-0.017713941	-0.025541786	-0.025544144	-0.025539838	0.218525667	-0.025541748	3.657216427	0.233511762	0.017560864	-0.025541636	3.642281062	0.224263157	0.344394625	3.999999999
-0.020782025	0.355462418	3.802657677	0.234000161	6	0.013013738	-0.020794371	0.211147311	-0.019945998	0.205007911	-0.009196741	-0.002821145	3.999999999	-0.019004938	0.603999175	1.999999994	-0.020838379	4.000824827	-0.020840189	2.000000018	2.000050457	4.60E-08	-0.02083839	3.986751224	-0.020840306	0.212934022	-0.013001371	-0.020840344	-0.020842706	-0.020838401	0.167312595	-0.020840306	3.655303408	4	0.472264034	-0.020840194	3.642438442	6	0.018991937	3.999999999
8	0.083018587	7.905522881	6	0.248040323	8	4	1.283083899	4	1.268518082	4	6	4	2	4	-4.91E-06	-4.91E-06	7.116405965	-4.79E-06	2	0.015300692	-4.91E-06	-4.90E-06	4	-4.91E-06	0.15727141	2.46E-05	-4.91E-06	-4.91E-06	-3.02E-06	0.478272761	-4.91E-06	8	0.379389127	0.041624396	-4.91E-06	8	0.248040323	0.831449209	4
0.663419965	8	6.000000201	0.629084253	6	0.278560913	-0.002165509	4.000000002	0.031290637	3.999963302	0.009378945	0.733681044	4	-0.000444074	0.620188246	2	-0.002201602	3.999999769	-0.00220351	0.020769346	2.000000002	1.969016248	-0.002201605	0.45524576	-0.002203511	0.011052117	0.005563353	-0.002203395	-0.002201754	-0.002203511	8	-0.002203511	6.521532982	4.000000019	8	-0.002203391	0.623075764	6	8	4
8	8	5.999999739	6.000004083	0.493686141	8.000004109	4	4.000000002	3.99992839	3.999933944	4	0.802032167	4	2	0.033418422	2.000000005	-0.004946731	5.709070542	-0.004948642	0.010267196	0.002667769	-3.94E-14	-0.004948636	0.515098694	-0.004948643	0.01992238	-0.00494864	-0.004948682	-0.004951061	-0.004948643	8	-0.004948643	5.964713812	0.127896636	0.20246167	-0.004948648	0.539157236	0.493686141	4.277055043	4
0.456415973	1.16719415	7.114069634	0.781773877	6	0.030686653	-0.00124866	0.710742946	0.000226005	0.418602539	0.010274188	6	4	0.006718948	4	-0.001289952	-0.001289952	4	-0.001289836	2.000000003	1.99997489	-0.001289952	-0.001288054	4	-0.001289952	0.156993903	0.006472858	-0.001289952	-0.001289948	-0.001288065	5.248607484	-0.001289952	8	4	8	-0.001289835	8	6	8	4
8.000000001	8	0.547068465	6.000004055	6	8.000004096	-0.004897952	3.999999986	3.999928615	3.999934151	4	0.844173452	4	0.239993349	3.999999997	2	-0.004938216	0.525480077	-0.004940012	2.000000073	0.010375647	1.78E-11	-0.004940121	0.18990932	-0.004940129	0.019859882	-0.004910594	-0.004940168	-0.004942547	-0.004938231	8	-0.004940129	0.542093418	0.358663278	0.653450886	-0.004940134	0.199038532	6	4.277107713	4
0.193979573	8	7.114147296	0.996357206	6	8.000004196	-0.005547723	0.726682221	3.999926881	3.999932811	4.000000016	6.000000001	4	0.23934071	4	-0.005589889	-0.005589889	3.999999671	-0.005589773	2	1.999991624	-0.005589889	-0.005587987	0.437021083	-0.005589889	0.020341728	0.002160446	-0.005589889	-0.005589885	-0.005587998	8	-0.005589889	8.000000279	0.297375035	0.675381836	-0.005589773	0.69586831	6	4.169553826	4
